episode,method,label,task_completion_rate,task_completion_time_ratio,energy_consumption_index
22600,paper2_deep_cfr_marl,CFR-MARL,0.543979,0.807661,0.747453
22700,paper2_deep_cfr_marl,CFR-MARL,0.543561,0.809416,0.746702
22800,paper2_deep_cfr_marl,CFR-MARL,0.544559,0.810473,0.745412
22900,paper2_deep_cfr_marl,CFR-MARL,0.542980,0.812601,0.745054
23000,paper2_deep_cfr_marl,CFR-MARL,0.549919,0.810177,0.741046
23100,paper2_deep_cfr_marl,CFR-MARL,0.544095,0.814730,0.742843
23200,paper2_deep_cfr_marl,CFR-MARL,0.537868,0.819469,0.744909
23300,paper2_deep_cfr_marl,CFR-MARL,0.540278,0.819270,0.743069
23400,paper2_deep_cfr_marl,CFR-MARL,0.543538,0.818504,0.740916
23500,paper2_deep_cfr_marl,CFR-MARL,0.543848,0.819282,0.740195
23600,paper2_deep_cfr_marl,CFR-MARL,0.545109,0.819453,0.739156
23700,paper2_deep_cfr_marl,CFR-MARL,0.549267,0.817865,0.736872
23800,paper2_deep_cfr_marl,CFR-MARL,0.549262,0.818395,0.736524
23900,paper2_deep_cfr_marl,CFR-MARL,0.547104,0.819958,0.737230
24000,paper2_deep_cfr_marl,CFR-MARL,0.544177,0.821850,0.738421
24100,paper2_deep_cfr_marl,CFR-MARL,0.552857,0.817246,0.734516
24200,paper2_deep_cfr_marl,CFR-MARL,0.548664,0.819449,0.736400
24300,paper2_deep_cfr_marl,CFR-MARL,0.552973,0.816910,0.734623
24400,paper2_deep_cfr_marl,CFR-MARL,0.552211,0.817006,0.735216
24500,paper2_deep_cfr_marl,CFR-MARL,0.556954,0.813921,0.733416
24600,paper2_deep_cfr_marl,CFR-MARL,0.556761,0.813420,0.733929
24700,paper2_deep_cfr_marl,CFR-MARL,0.557150,0.812499,0.734290
24800,paper2_deep_cfr_marl,CFR-MARL,0.556521,0.812019,0.735189
24900,paper2_deep_cfr_marl,CFR-MARL,0.561314,0.808482,0.733752
25000,paper2_deep_cfr_marl,CFR-MARL,0.564238,0.805837,0.733192
25100,paper2_deep_cfr_marl,CFR-MARL,0.570372,0.801427,0.731321
25200,paper2_deep_cfr_marl,CFR-MARL,0.564618,0.803415,0.734797
25300,paper2_deep_cfr_marl,CFR-MARL,0.567650,0.800570,0.734411
25400,paper2_deep_cfr_marl,CFR-MARL,0.572537,0.796672,0.733236
25500,paper2_deep_cfr_marl,CFR-MARL,0.571911,0.795802,0.734591
25600,paper2_deep_cfr_marl,CFR-MARL,0.578102,0.791230,0.732946
25700,paper2_deep_cfr_marl,CFR-MARL,0.576431,0.790921,0.734797
25800,paper2_deep_cfr_marl,CFR-MARL,0.577092,0.789431,0.735668
25900,paper2_deep_cfr_marl,CFR-MARL,0.582535,0.785367,0.734397
26000,paper2_deep_cfr_marl,CFR-MARL,0.579882,0.785799,0.736749
26100,paper2_deep_cfr_marl,CFR-MARL,0.587361,0.780764,0.734550
26200,paper2_deep_cfr_marl,CFR-MARL,0.585045,0.781187,0.736720
26300,paper2_deep_cfr_marl,CFR-MARL,0.595026,0.774972,0.733344
26400,paper2_deep_cfr_marl,CFR-MARL,0.595782,0.773963,0.734097
26500,paper2_deep_cfr_marl,CFR-MARL,0.591685,0.775785,0.737017
26600,paper2_deep_cfr_marl,CFR-MARL,0.594689,0.773720,0.736596
26700,paper2_deep_cfr_marl,CFR-MARL,0.593044,0.774445,0.738284
26800,paper2_deep_cfr_marl,CFR-MARL,0.594718,0.773447,0.738380
26900,paper2_deep_cfr_marl,CFR-MARL,0.600004,0.770653,0.736813
27000,paper2_deep_cfr_marl,CFR-MARL,0.606121,0.767515,0.734767
27100,paper2_deep_cfr_marl,CFR-MARL,0.597638,0.772595,0.739243
27200,paper2_deep_cfr_marl,CFR-MARL,0.599725,0.771958,0.738838
27300,paper2_deep_cfr_marl,CFR-MARL,0.606672,0.768758,0.736131
27400,paper2_deep_cfr_marl,CFR-MARL,0.612470,0.766386,0.733902
27500,paper2_deep_cfr_marl,CFR-MARL,0.614435,0.766233,0.733292
27600,paper2_deep_cfr_marl,CFR-MARL,0.615660,0.766597,0.732914
27700,paper2_deep_cfr_marl,CFR-MARL,0.610467,0.770531,0.735276
27800,paper2_deep_cfr_marl,CFR-MARL,0.613738,0.769949,0.733772
27900,paper2_deep_cfr_marl,CFR-MARL,0.612465,0.771962,0.734232
28000,paper2_deep_cfr_marl,CFR-MARL,0.612441,0.773304,0.733999
28100,paper2_deep_cfr_marl,CFR-MARL,0.610596,0.775701,0.734498
28200,paper2_deep_cfr_marl,CFR-MARL,0.618725,0.772681,0.730451
28300,paper2_deep_cfr_marl,CFR-MARL,0.612881,0.777279,0.732540
28400,paper2_deep_cfr_marl,CFR-MARL,0.611859,0.779260,0.732410
28500,paper2_deep_cfr_marl,CFR-MARL,0.615532,0.778630,0.730083
28600,paper2_deep_cfr_marl,CFR-MARL,0.613610,0.781060,0.730220
28700,paper2_deep_cfr_marl,CFR-MARL,0.618592,0.779678,0.727216
28800,paper2_deep_cfr_marl,CFR-MARL,0.613685,0.783553,0.728513
28900,paper2_deep_cfr_marl,CFR-MARL,0.616619,0.783138,0.726316
29000,paper2_deep_cfr_marl,CFR-MARL,0.617332,0.783787,0.725026
29100,paper2_deep_cfr_marl,CFR-MARL,0.617937,0.784451,0.723804
29200,paper2_deep_cfr_marl,CFR-MARL,0.614643,0.787061,0.724244
29300,paper2_deep_cfr_marl,CFR-MARL,0.610051,0.790270,0.725264
29400,paper2_deep_cfr_marl,CFR-MARL,0.609956,0.790930,0.724301
29500,paper2_deep_cfr_marl,CFR-MARL,0.606142,0.793469,0.724994
29600,paper2_deep_cfr_marl,CFR-MARL,0.605491,0.794105,0.724258
29700,paper2_deep_cfr_marl,CFR-MARL,0.606449,0.793708,0.722820
29800,paper2_deep_cfr_marl,CFR-MARL,0.604535,0.794738,0.722698
29900,paper2_deep_cfr_marl,CFR-MARL,0.600261,0.796956,0.723706
30000,paper2_deep_cfr_marl,CFR-MARL,0.604310,0.794425,0.720991
30100,paper2_deep_cfr_marl,CFR-MARL,0.603915,0.794200,0.720332
30200,paper2_deep_cfr_marl,CFR-MARL,0.601169,0.795126,0.720783
30300,paper2_deep_cfr_marl,CFR-MARL,0.596653,0.796941,0.722131
30400,paper2_deep_cfr_marl,CFR-MARL,0.596669,0.796072,0.721452
30500,paper2_deep_cfr_marl,CFR-MARL,0.594090,0.796558,0.722046
30600,paper2_deep_cfr_marl,CFR-MARL,0.597531,0.793693,0.720059
30700,paper2_deep_cfr_marl,CFR-MARL,0.596311,0.793360,0.720295
30800,paper2_deep_cfr_marl,CFR-MARL,0.588699,0.796267,0.723328
30900,paper2_deep_cfr_marl,CFR-MARL,0.591635,0.793445,0.721809
31000,paper2_deep_cfr_marl,CFR-MARL,0.586513,0.795029,0.724019
31100,paper2_deep_cfr_marl,CFR-MARL,0.582146,0.796185,0.725991
31200,paper2_deep_cfr_marl,CFR-MARL,0.589288,0.790966,0.722847
31300,paper2_deep_cfr_marl,CFR-MARL,0.582040,0.793704,0.726299
31400,paper2_deep_cfr_marl,CFR-MARL,0.580769,0.793389,0.727324
31500,paper2_deep_cfr_marl,CFR-MARL,0.573761,0.795942,0.730752
31600,paper2_deep_cfr_marl,CFR-MARL,0.587006,0.787587,0.725296
31700,paper2_deep_cfr_marl,CFR-MARL,0.579799,0.790428,0.729026
31800,paper2_deep_cfr_marl,CFR-MARL,0.583195,0.787672,0.728186
31900,paper2_deep_cfr_marl,CFR-MARL,0.580705,0.788204,0.730032
32000,paper2_deep_cfr_marl,CFR-MARL,0.581093,0.787294,0.730678
32100,paper2_deep_cfr_marl,CFR-MARL,0.583399,0.785475,0.730548
32200,paper2_deep_cfr_marl,CFR-MARL,0.575302,0.789402,0.735071
32300,paper2_deep_cfr_marl,CFR-MARL,0.568462,0.792892,0.739176
32400,paper2_deep_cfr_marl,CFR-MARL,0.579215,0.786790,0.735362
32500,paper2_deep_cfr_marl,CFR-MARL,0.579917,0.786362,0.736108
32600,paper2_deep_cfr_marl,CFR-MARL,0.576262,0.788476,0.738842
32700,paper2_deep_cfr_marl,CFR-MARL,0.574873,0.789500,0.740584
32800,paper2_deep_cfr_marl,CFR-MARL,0.580625,0.786814,0.739183
32900,paper2_deep_cfr_marl,CFR-MARL,0.577993,0.788732,0.741438
33000,paper2_deep_cfr_marl,CFR-MARL,0.576086,0.790472,0.743430
33100,paper2_deep_cfr_marl,CFR-MARL,0.579599,0.789359,0.742969
33200,paper2_deep_cfr_marl,CFR-MARL,0.577079,0.791656,0.745178
33300,paper2_deep_cfr_marl,CFR-MARL,0.584521,0.788637,0.742917
33400,paper2_deep_cfr_marl,CFR-MARL,0.579968,0.792225,0.745942
33500,paper2_deep_cfr_marl,CFR-MARL,0.579907,0.793495,0.746955
33600,paper2_deep_cfr_marl,CFR-MARL,0.583622,0.792696,0.746162
33700,paper2_deep_cfr_marl,CFR-MARL,0.583422,0.794142,0.747100
33800,paper2_deep_cfr_marl,CFR-MARL,0.583769,0.795329,0.747724
33900,paper2_deep_cfr_marl,CFR-MARL,0.587533,0.794637,0.746717
34000,paper2_deep_cfr_marl,CFR-MARL,0.585994,0.796873,0.748021
34100,paper2_deep_cfr_marl,CFR-MARL,0.590396,0.795832,0.746565
34200,paper2_deep_cfr_marl,CFR-MARL,0.596453,0.793840,0.744265
34300,paper2_deep_cfr_marl,CFR-MARL,0.591302,0.797987,0.746929
34400,paper2_deep_cfr_marl,CFR-MARL,0.593357,0.798106,0.746249
34500,paper2_deep_cfr_marl,CFR-MARL,0.599077,0.796129,0.743818
34600,paper2_deep_cfr_marl,CFR-MARL,0.600601,0.796353,0.743160
34700,paper2_deep_cfr_marl,CFR-MARL,0.605792,0.794497,0.740782
34800,paper2_deep_cfr_marl,CFR-MARL,0.603248,0.796770,0.741777
34900,paper2_deep_cfr_marl,CFR-MARL,0.602116,0.798142,0.742038
35000,paper2_deep_cfr_marl,CFR-MARL,0.608053,0.795475,0.739006
35100,paper2_deep_cfr_marl,CFR-MARL,0.606649,0.796730,0.739205
35200,paper2_deep_cfr_marl,CFR-MARL,0.611453,0.794417,0.736513
35300,paper2_deep_cfr_marl,CFR-MARL,0.615581,0.792359,0.734068
35400,paper2_deep_cfr_marl,CFR-MARL,0.613835,0.793334,0.734147
35500,paper2_deep_cfr_marl,CFR-MARL,0.616627,0.791689,0.732132
35600,paper2_deep_cfr_marl,CFR-MARL,0.622740,0.788085,0.728570
35700,paper2_deep_cfr_marl,CFR-MARL,0.619264,0.789601,0.729254
35800,paper2_deep_cfr_marl,CFR-MARL,0.615888,0.790942,0.729857
35900,paper2_deep_cfr_marl,CFR-MARL,0.622988,0.786342,0.725662
36000,paper2_deep_cfr_marl,CFR-MARL,0.624526,0.784715,0.723965
36100,paper2_deep_cfr_marl,CFR-MARL,0.630526,0.780544,0.720251
36200,paper2_deep_cfr_marl,CFR-MARL,0.622800,0.783779,0.722661
36300,paper2_deep_cfr_marl,CFR-MARL,0.625401,0.781253,0.720419
36400,paper2_deep_cfr_marl,CFR-MARL,0.633125,0.775915,0.715937
36500,paper2_deep_cfr_marl,CFR-MARL,0.630245,0.776231,0.716139
36600,paper2_deep_cfr_marl,CFR-MARL,0.632658,0.773655,0.714027
36700,paper2_deep_cfr_marl,CFR-MARL,0.627294,0.775331,0.715443
36800,paper2_deep_cfr_marl,CFR-MARL,0.638843,0.767719,0.709304
36900,paper2_deep_cfr_marl,CFR-MARL,0.632847,0.769696,0.711049
37000,paper2_deep_cfr_marl,CFR-MARL,0.634147,0.767719,0.709594
37100,paper2_deep_cfr_marl,CFR-MARL,0.639134,0.763766,0.706548
37200,paper2_deep_cfr_marl,CFR-MARL,0.634552,0.765183,0.707918
37300,paper2_deep_cfr_marl,CFR-MARL,0.631642,0.765665,0.708540
37400,paper2_deep_cfr_marl,CFR-MARL,0.630160,0.765425,0.708581
37500,paper2_deep_cfr_marl,CFR-MARL,0.632842,0.762997,0.706836
37600,paper2_deep_cfr_marl,CFR-MARL,0.626951,0.765492,0.709119
37700,paper2_deep_cfr_marl,CFR-MARL,0.637764,0.758997,0.704041
37800,paper2_deep_cfr_marl,CFR-MARL,0.639313,0.757431,0.702986
37900,paper2_deep_cfr_marl,CFR-MARL,0.636499,0.758547,0.704112
38000,paper2_deep_cfr_marl,CFR-MARL,0.637512,0.757701,0.703615
38100,paper2_deep_cfr_marl,CFR-MARL,0.630966,0.761193,0.706649
38200,paper2_deep_cfr_marl,CFR-MARL,0.626318,0.763768,0.708910
38300,paper2_deep_cfr_marl,CFR-MARL,0.629043,0.762410,0.707930
38400,paper2_deep_cfr_marl,CFR-MARL,0.630185,0.762110,0.707791
38500,paper2_deep_cfr_marl,CFR-MARL,0.628321,0.763551,0.709053
38600,paper2_deep_cfr_marl,CFR-MARL,0.628119,0.764248,0.709682
38700,paper2_deep_cfr_marl,CFR-MARL,0.627311,0.765404,0.710665
38800,paper2_deep_cfr_marl,CFR-MARL,0.626243,0.766856,0.711870
38900,paper2_deep_cfr_marl,CFR-MARL,0.625083,0.768439,0.713164
39000,paper2_deep_cfr_marl,CFR-MARL,0.627177,0.768351,0.713076
39100,paper2_deep_cfr_marl,CFR-MARL,0.616419,0.775390,0.718809
39200,paper2_deep_cfr_marl,CFR-MARL,0.616674,0.776464,0.719653
39300,paper2_deep_cfr_marl,CFR-MARL,0.614842,0.778739,0.721477
39400,paper2_deep_cfr_marl,CFR-MARL,0.611464,0.781935,0.724055
39500,paper2_deep_cfr_marl,CFR-MARL,0.619437,0.778918,0.721556
39600,paper2_deep_cfr_marl,CFR-MARL,0.607410,0.786885,0.728053
39700,paper2_deep_cfr_marl,CFR-MARL,0.615487,0.783801,0.725525
39800,paper2_deep_cfr_marl,CFR-MARL,0.609819,0.788263,0.729189
39900,paper2_deep_cfr_marl,CFR-MARL,0.605322,0.792036,0.732313
40000,paper2_deep_cfr_marl,CFR-MARL,0.611025,0.790183,0.730862
1,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.211803,0.886511,0.840954
100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.194170,0.891083,0.843665
200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.208628,0.886310,0.838635
300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.210789,0.888880,0.839540
400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.212620,0.891307,0.840272
500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.215960,0.892022,0.839562
600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.220982,0.891102,0.837489
700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.217442,0.895177,0.839491
800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.219873,0.895841,0.838707
900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.224992,0.894826,0.836568
1000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.229229,0.894151,0.834741
1100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.235067,0.892466,0.832135
1200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.233806,0.894509,0.832638
1300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.235558,0.894719,0.831713
1400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.237973,0.894473,0.830496
1500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.242547,0.892908,0.828291
1600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.239533,0.895247,0.829380
1700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.243884,0.893507,0.827238
1800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.246552,0.892489,0.825798
1900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.247022,0.892489,0.825306
2000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.245676,0.893415,0.825692
2100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.253212,0.889378,0.822136
2200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.254493,0.888648,0.821406
2300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.250707,0.890491,0.822899
2400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.252626,0.889103,0.821864
2500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.254478,0.887925,0.821113
2600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.254023,0.887636,0.821196
2700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.253745,0.887349,0.821379
2800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.263986,0.881246,0.816898
2900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.262075,0.881896,0.818027
3000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.258771,0.883283,0.819834
3100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.264717,0.879399,0.817397
3200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.269054,0.876589,0.815896
3300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.273851,0.873628,0.814317
3400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.270082,0.875520,0.816746
3500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.273178,0.873601,0.816084
3600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.273222,0.873307,0.816767
3700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.280061,0.869554,0.814627
3800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.284641,0.867190,0.813619
3900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.291350,0.863728,0.811698
4000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.291512,0.863898,0.812729
4100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.290074,0.865226,0.814676
4200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.291538,0.865067,0.815369
4300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.292278,0.865405,0.816424
4400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.297314,0.863566,0.815648
4500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.298628,0.863839,0.816545
4600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.306846,0.860516,0.814441
4700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.314896,0.857387,0.812434
4800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.314649,0.859044,0.814277
4900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.318104,0.858628,0.814361
5000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.323448,0.857394,0.813709
5100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.325350,0.858075,0.814559
5200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.327454,0.858710,0.815310
5300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.330302,0.859029,0.815740
5400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.336284,0.857677,0.814746
5500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.342293,0.856402,0.813761
5600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.336858,0.861292,0.817771
5700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.349793,0.856217,0.813583
5800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.355251,0.855424,0.812860
5900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.357226,0.856073,0.813282
6000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.361027,0.855876,0.812985
6100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.365275,0.855419,0.812452
6200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.363196,0.858342,0.814668
6300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.371074,0.855719,0.812337
6400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.377056,0.853993,0.810733
6500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.377944,0.854952,0.811327
6600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.374795,0.858041,0.813668
6700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.385047,0.853712,0.809951
6800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.388290,0.852875,0.809102
6900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.393838,0.850708,0.807183
7000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.396315,0.850150,0.806600
7100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.398606,0.849696,0.806122
7200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.404674,0.846647,0.803545
7300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.412163,0.842953,0.800464
7400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.411716,0.843227,0.800652
7500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.410775,0.843828,0.801131
7600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.417091,0.840215,0.798185
7700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.418561,0.839180,0.797367
7800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.430216,0.832398,0.791865
7900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.423961,0.835418,0.794397
8000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.431878,0.830489,0.790435
8100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.430167,0.830763,0.790738
8200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.433755,0.828092,0.788634
8300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.440192,0.823803,0.785205
8400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.437725,0.824369,0.785742
8500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.438813,0.822948,0.784642
8600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.442530,0.820078,0.782341
8700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.442688,0.819234,0.781678
8800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.450192,0.814355,0.777690
8900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.441167,0.818593,0.781134
9000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.446062,0.815280,0.778369
9100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.447423,0.813852,0.777111
9200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.452368,0.810701,0.774406
9300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.450080,0.811494,0.774890
9400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.449195,0.811888,0.775007
9500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.449911,0.811165,0.774170
9600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.451848,0.810184,0.773082
9700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.456870,0.807466,0.770533
9800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.455283,0.808573,0.771078
9900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.457120,0.807967,0.770186
10000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.447240,0.814032,0.774721
10100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.458846,0.808313,0.769588
10200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.448746,0.814655,0.774300
10300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.455852,0.811656,0.771352
10400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.454259,0.813646,0.772478
10500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.453484,0.815291,0.773316
10600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.455019,0.815761,0.773196
10700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.456933,0.816128,0.773002
10800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.451171,0.820790,0.776341
10900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.450854,0.822610,0.777382
11000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.448468,0.825526,0.779352
11100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.446101,0.828632,0.781521
11200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.452897,0.826509,0.779460
11300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.451616,0.828942,0.781185
11400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.452450,0.830254,0.782056
11500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.456252,0.829866,0.781606
11600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.449653,0.835199,0.785914
11700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.448868,0.837239,0.787608
11800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.443487,0.841829,0.791474
11900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.452454,0.838322,0.788804
12000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.451589,0.840185,0.790618
12100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.450256,0.842288,0.792722
12200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.455213,0.840706,0.791902
12300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.455994,0.841306,0.792960
12400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.455284,0.842583,0.794661
12500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.455973,0.842970,0.795719
12600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.455018,0.844104,0.797470
12700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.458273,0.842939,0.797416
12800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.459902,0.842223,0.797798
12900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.464496,0.839868,0.796900
13000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.460673,0.841972,0.799703
13100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.458045,0.843315,0.801926
13200,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.466849,0.838268,0.798952
13300,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.465613,0.838507,0.800323
13400,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.464479,0.838619,0.801600
13500,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.469398,0.835295,0.800062
13600,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.463167,0.838020,0.803456
13700,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.473031,0.831758,0.799469
13800,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.466968,0.834335,0.802670
13900,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.473398,0.829729,0.799940
14000,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.475854,0.827387,0.798995
14100,paper3_deep_mw_maddpg_uav_swarm,MW-MADDPG,0.482884,0.822531,0.795913
